UserId,TweetId,Tweet,ADR_label
2894766,360820,"It is suggested that the patient had sulfasalazine-induced lupus, which manifested with serositis and pulmonary parenchymal involvement in the absence of joint symptoms.",1
2894766,305587,Physicians who use sulfasalazine to treat patients with inflammatory bowel disease should be aware of the signs of sulfasalazine-induced lupus syndrome.,1
2894766,449581,"Pneumonitis, bilateral pleural effusions, echocardiographic evidence of cardiac tamponade, and positive autoantibodies developed in a 43-year-old man, who was receiving long-term sulfasalazine therapy for chronic ulcerative colitis.",1
2894766,395634,"Pneumonitis, bilateral pleural effusions, echocardiographic evidence of cardiac tamponade, and positive autoantibodies developed in a 43-year-old man, who was receiving long-term sulfasalazine therapy for chronic ulcerative colitis.",1
2894766,473308,"Pneumonitis, bilateral pleural effusions, echocardiographic evidence of cardiac tamponade, and positive autoantibodies developed in a 43-year-old man, who was receiving long-term sulfasalazine therapy for chronic ulcerative colitis.",1
2894766,566252,"Pneumonitis, bilateral pleural effusions, echocardiographic evidence of cardiac tamponade, and positive autoantibodies developed in a 43-year-old man, who was receiving long-term sulfasalazine therapy for chronic ulcerative colitis.",1
2894766,752603,Sulfasalazine-induced lupus erythematosus.,1
2924444,71384,Acute myocardial infarction due to coronary spasm associated with L-thyroxine therapy.,1
2924444,872707,Acute myocardial infarction due to coronary spasm associated with L-thyroxine therapy.,1
2924444,11978,Electrocardiographic findings and laboratory data indicated a diagnosis of acute myocardial infarction due to the L-thyroxine therapy.,1
2924444,82129,"We believe this is the first report of myocardial infarction due to coronary spasm, demonstrated by angiography associated with L-thyroxine therapy.",1
2924444,66511,"We believe this is the first report of myocardial infarction due to coronary spasm, demonstrated by angiography associated with L-thyroxine therapy.",1
2931445,583209,"A study of in vitro reactivity to L-T4, as assessed by peripheral blood lymphocyte transformation, was carried out in a patient with Hashimoto's disease who developed leukopenia during treatment with L-T4.",1
2931445,727803,L-Thyroxine-induced leukopenia in a patient with Hashimoto's disease: involvement of suppressor-cytotoxic T cells.,1
2935070,297326,Ampicillin-induced interstitial nephritis with generalised exfoliative dermatitis.,1
2935070,802710,Ampicillin-induced interstitial nephritis with generalised exfoliative dermatitis.,1
2935070,971113,"However, there are few reports in the literature of ampicillin as a cause of acute interstitial nephritis.",1
2935070,105166,"In the following case report, a patient developed acute interstitial nephritis with renal failure and exfoliative dermatitis following ampicillin therapy.",1
2935070,121376,"In the following case report, a patient developed acute interstitial nephritis with renal failure and exfoliative dermatitis following ampicillin therapy.",1
2935070,71171,"In the following case report, a patient developed acute interstitial nephritis with renal failure and exfoliative dermatitis following ampicillin therapy.",1
2935070,840897,"The diagnosis was based on the rapid onset of renal failure, presence of eosinophilia, skin rash, and characteristic renal biopsy finding, following the administration of ampicillin.",1
2935070,858000,"The diagnosis was based on the rapid onset of renal failure, presence of eosinophilia, skin rash, and characteristic renal biopsy finding, following the administration of ampicillin.",1
2935070,496709,"The diagnosis was based on the rapid onset of renal failure, presence of eosinophilia, skin rash, and characteristic renal biopsy finding, following the administration of ampicillin.",1
2937155,533034,"A patient receiving vancomycin for a serious staphylococcal infection had a lupus-like syndrome characterized by a malar rash, pain and erythema of the cartilage of both ears, and tender erythematous and hemorrhagic lesions of the finger tips.",1
2937155,159387,"A patient receiving vancomycin for a serious staphylococcal infection had a lupus-like syndrome characterized by a malar rash, pain and erythema of the cartilage of both ears, and tender erythematous and hemorrhagic lesions of the finger tips.",1
2937155,206479,"A patient receiving vancomycin for a serious staphylococcal infection had a lupus-like syndrome characterized by a malar rash, pain and erythema of the cartilage of both ears, and tender erythematous and hemorrhagic lesions of the finger tips.",1
2937155,498728,"A patient receiving vancomycin for a serious staphylococcal infection had a lupus-like syndrome characterized by a malar rash, pain and erythema of the cartilage of both ears, and tender erythematous and hemorrhagic lesions of the finger tips.",1
2937155,25336,"A patient receiving vancomycin for a serious staphylococcal infection had a lupus-like syndrome characterized by a malar rash, pain and erythema of the cartilage of both ears, and tender erythematous and hemorrhagic lesions of the finger tips.",1
2937155,765743,"A patient receiving vancomycin for a serious staphylococcal infection had a lupus-like syndrome characterized by a malar rash, pain and erythema of the cartilage of both ears, and tender erythematous and hemorrhagic lesions of the finger tips.",1
2937155,981099,The possible development of a drug-induced vasculitis or lupus-like syndrome should be added to the list of rare toxic effects of vancomycin.,1
2937155,631653,The possible development of a drug-induced vasculitis or lupus-like syndrome should be added to the list of rare toxic effects of vancomycin.,1
2937155,321469,Vancomycin-induced vasculitis.,1
2940999,377003,Abnormal retinal function associated with isotretinoin therapy for acne.,1
2940999,391655,Three of 50 patients treated with isotretinoin (1 mg/kg/day) for cystic acne complained of poor night vision and/or excessive glare sensitivity.,1
2940999,398081,Three of 50 patients treated with isotretinoin (1 mg/kg/day) for cystic acne complained of poor night vision and/or excessive glare sensitivity.,1
2943526,662010,Neurologic toxicity associated with hepatic artery infusion HAI of FUdR.,1
2956288,997393,"Ethambutol is frequently used in the treatment of tuberculosis, and, although optic neuropathies have been reported with the use of ethambutol, this adverse side effect has been considered to be rare and generally reversible with discontinuation of the medication.",1
2956288,882003,"However, we recently saw two patients with renal tuberculosis treated with ethambutol in whom visual loss from toxic optic neuropathies was severe and irreversible despite careful ophthalmological monitoring and prompt discontinuation of the agent at the first sign of impaired visual function.",1
2956288,920856,"However, we recently saw two patients with renal tuberculosis treated with ethambutol in whom visual loss from toxic optic neuropathies was severe and irreversible despite careful ophthalmological monitoring and prompt discontinuation of the agent at the first sign of impaired visual function.",1
2956288,781181,Optic neuropathy in ethambutol-treated renal tuberculosis.,1
2956288,377659,"Since ethambutol is actively excreted via the renal system, compromise of renal function such as due to renal tuberculosis may lead to serum concentration elevations of ethambutol sufficient to produce optic neuropathy.",1
2979256,395494,"A 57-year-old woman presented with a 3-week history of dysphagia for solids, 6 months after starting treatment with nifedipine.",1
2979256,459348,Gastro-oesophageal reflux associated with nifedipine.,1
2979256,983961,"Nifedipine may induce, or aggravate, pre-existing, gastro-oesophageal reflux.",1
3003260,880139,A young diamond dealer developed visual impairment attributed to bilateral posterior subcapsular cataracts following only four courses of intermittent Decadron used as part of a five-drug antiemetic regimen for cisplatin-associated nausea.,1
3003260,993660,A young diamond dealer developed visual impairment attributed to bilateral posterior subcapsular cataracts following only four courses of intermittent Decadron used as part of a five-drug antiemetic regimen for cisplatin-associated nausea.,1
3003260,236668,A young diamond dealer developed visual impairment attributed to bilateral posterior subcapsular cataracts following only four courses of intermittent Decadron used as part of a five-drug antiemetic regimen for cisplatin-associated nausea.,1
3003260,631730,Cataracts induced by intermittent Decadron used as an antiemetic.,1
3003260,198363,"Recent reports have shown that Decadron (dexamethasone; Merck Sharp & Dohme, West Point, Pa) has a significant antiemetic effect on cisplatin-induced vomiting.",1
3030084,694148,Transient phenytoin induced IgA deficiency and permanent IgE increase.,1
3030084,296578,Transient phenytoin induced IgA deficiency and permanent IgE increase.,1
3059159,692091,The pharmacology and toxicology of chloral hydrate are discussed with particular reference to the cardiac arrhythmias that are seen with overdosage.,1
3067748,91114,Adrenaline dacryolith: detection by ultrasound examination of the nasolacrimal duct.,1
3067748,741732,Histological examination of the dacryolith suggested its derivation from breakdown products of adrenaline.,1
3084231,312434,Possible pathophysiological mechanisms which may have been operative in this case include: a direct central nervous system (CNS) toxic effect of valproic acid; a paradoxical epileptogenic effect secondary to the drug; and an indirect CNS toxic effect mediated through valproic acid-induced hyperammonemia.,1
3084231,590852,Reversible valproic acid-induced dementia: a case report.,1
3084231,92345,Reversible valproic acid-induced dementia was documented in a 21-year-old man with epilepsy who had a 3-year history of insidious progressive decline in global cognitive abilities documented by serial neuropsychological studies.,1
3101617,952463,Co-trimoxazole red cell aplasia in leukaemia.,1
3101617,289926,When co-trimoxazole was stopped the red cell aplasia resolved.,1
3115809,431291,A patient developed optic neuropathy while being treated with isoniazid and ethambutol.,1
3115809,236581,A patient developed optic neuropathy while being treated with isoniazid and ethambutol.,1
3115809,968414,"A well-recognized complication of ethambutol use is optic neuropathy, but the potential ocular toxicity of isoniazid is often overlooked.",1
3115809,424215,"A well-recognized complication of ethambutol use is optic neuropathy, but the potential ocular toxicity of isoniazid is often overlooked.",1
3115809,359337,Isoniazid and ethambutol as a cause of optic neuropathy.,1
3115809,257237,Isoniazid and ethambutol as a cause of optic neuropathy.,1
3124393,821551,"A woman 38-year-old, suffering for about ten years from multiple sclerosis and treated with repeated therapy cycles of intrathecal Depo-Medrol, developed a spastic paraparesis at the lower limbs.",1
3124393,742346,Calcification and ossification of the spinal arachnoid after intrathecal administration of Depo-Medrol.,1
3124393,544206,Calcification and ossification of the spinal arachnoid after intrathecal administration of Depo-Medrol.,1
3128415,312954,A young woman with epilepsy had tonic-clonic seizures during antineoplastic therapy with adriamycin and cisplatin.,1
3128415,54509,A young woman with epilepsy had tonic-clonic seizures during antineoplastic therapy with adriamycin and cisplatin.,1
3136101,760515,Hyperkalemia as a late side effect of prolonged adrenocorticotropic hormone therapy for infantile spasms.,1
3136101,772617,Two infants developed hyperkalemia shortly after cessation of prolonged ACTH therapy for infantile spasms.,1
3136101,83487,We wish to call for cautious approach at time of cessation of prolonged ACTH therapy because of possible unexpected and only partially understood hazardous side effects such as hyperkalemia.,1
313865,487920,"Three patients, in whom tumour overkill by cytotoxic treatment, including high dose methotrexate with folinic acid rescue, resulted in the 'phosphate shower syndrome' (hyper-uricaemia, hyperkalaemia and hyperphosphataemia with hypocalcaemia and tetany, with metabolic acidosis and acute renal impairment) are described.",1
313865,799974,"Three patients, in whom tumour overkill by cytotoxic treatment, including high dose methotrexate with folinic acid rescue, resulted in the 'phosphate shower syndrome' (hyper-uricaemia, hyperkalaemia and hyperphosphataemia with hypocalcaemia and tetany, with metabolic acidosis and acute renal impairment) are described.",1
313865,579389,"Three patients, in whom tumour overkill by cytotoxic treatment, including high dose methotrexate with folinic acid rescue, resulted in the 'phosphate shower syndrome' (hyper-uricaemia, hyperkalaemia and hyperphosphataemia with hypocalcaemia and tetany, with metabolic acidosis and acute renal impairment) are described.",1
313865,402665,"Three patients, in whom tumour overkill by cytotoxic treatment, including high dose methotrexate with folinic acid rescue, resulted in the 'phosphate shower syndrome' (hyper-uricaemia, hyperkalaemia and hyperphosphataemia with hypocalcaemia and tetany, with metabolic acidosis and acute renal impairment) are described.",1
313865,261556,"Three patients, in whom tumour overkill by cytotoxic treatment, including high dose methotrexate with folinic acid rescue, resulted in the 'phosphate shower syndrome' (hyper-uricaemia, hyperkalaemia and hyperphosphataemia with hypocalcaemia and tetany, with metabolic acidosis and acute renal impairment) are described.",1
313865,915882,"Three patients, in whom tumour overkill by cytotoxic treatment, including high dose methotrexate with folinic acid rescue, resulted in the 'phosphate shower syndrome' (hyper-uricaemia, hyperkalaemia and hyperphosphataemia with hypocalcaemia and tetany, with metabolic acidosis and acute renal impairment) are described.",1
313865,619364,"Three patients, in whom tumour overkill by cytotoxic treatment, including high dose methotrexate with folinic acid rescue, resulted in the 'phosphate shower syndrome' (hyper-uricaemia, hyperkalaemia and hyperphosphataemia with hypocalcaemia and tetany, with metabolic acidosis and acute renal impairment) are described.",1
313865,256473,"Three patients, in whom tumour overkill by cytotoxic treatment, including high dose methotrexate with folinic acid rescue, resulted in the 'phosphate shower syndrome' (hyper-uricaemia, hyperkalaemia and hyperphosphataemia with hypocalcaemia and tetany, with metabolic acidosis and acute renal impairment) are described.",1
313865,442193,"Three patients, in whom tumour overkill by cytotoxic treatment, including high dose methotrexate with folinic acid rescue, resulted in the 'phosphate shower syndrome' (hyper-uricaemia, hyperkalaemia and hyperphosphataemia with hypocalcaemia and tetany, with metabolic acidosis and acute renal impairment) are described.",1
313865,737339,"Three patients, in whom tumour overkill by cytotoxic treatment, including high dose methotrexate with folinic acid rescue, resulted in the 'phosphate shower syndrome' (hyper-uricaemia, hyperkalaemia and hyperphosphataemia with hypocalcaemia and tetany, with metabolic acidosis and acute renal impairment) are described.",1
313865,810150,"Three patients, in whom tumour overkill by cytotoxic treatment, including high dose methotrexate with folinic acid rescue, resulted in the 'phosphate shower syndrome' (hyper-uricaemia, hyperkalaemia and hyperphosphataemia with hypocalcaemia and tetany, with metabolic acidosis and acute renal impairment) are described.",1
313865,529505,"Three patients, in whom tumour overkill by cytotoxic treatment, including high dose methotrexate with folinic acid rescue, resulted in the 'phosphate shower syndrome' (hyper-uricaemia, hyperkalaemia and hyperphosphataemia with hypocalcaemia and tetany, with metabolic acidosis and acute renal impairment) are described.",1
313865,481981,"Three patients, in whom tumour overkill by cytotoxic treatment, including high dose methotrexate with folinic acid rescue, resulted in the 'phosphate shower syndrome' (hyper-uricaemia, hyperkalaemia and hyperphosphataemia with hypocalcaemia and tetany, with metabolic acidosis and acute renal impairment) are described.",1
313865,506155,"Three patients, in whom tumour overkill by cytotoxic treatment, including high dose methotrexate with folinic acid rescue, resulted in the 'phosphate shower syndrome' (hyper-uricaemia, hyperkalaemia and hyperphosphataemia with hypocalcaemia and tetany, with metabolic acidosis and acute renal impairment) are described.",1
313865,46205,"Three patients, in whom tumour overkill by cytotoxic treatment, including high dose methotrexate with folinic acid rescue, resulted in the 'phosphate shower syndrome' (hyper-uricaemia, hyperkalaemia and hyperphosphataemia with hypocalcaemia and tetany, with metabolic acidosis and acute renal impairment) are described.",1
313865,658060,"Three patients, in whom tumour overkill by cytotoxic treatment, including high dose methotrexate with folinic acid rescue, resulted in the 'phosphate shower syndrome' (hyper-uricaemia, hyperkalaemia and hyperphosphataemia with hypocalcaemia and tetany, with metabolic acidosis and acute renal impairment) are described.",1
3143551,701028,"Accordingly, camptocormia is a dose-dependent side effect of valproate.",1
3143551,442828,"A mentally retarded 23-year-old woman with myoclonic astatic epilepsy developed an abnormal posture of extreme forward flexion, called camptocormia, during valproate monotherapy.",1
3143551,350274,"A mentally retarded 23-year-old woman with myoclonic astatic epilepsy developed an abnormal posture of extreme forward flexion, called camptocormia, during valproate monotherapy.",1
3143551,369262,"Camptocormia, a new side effect of sodium valproate.",1
3143551,280837,"Four weeks earlier she had developed hepatopathy during a regimen of carbamazepine, lynestrenol and sodium valproate.",1
3143551,131878,"Four weeks earlier she had developed hepatopathy during a regimen of carbamazepine, lynestrenol and sodium valproate.",1
3143551,764576,"Four weeks earlier she had developed hepatopathy during a regimen of carbamazepine, lynestrenol and sodium valproate.",1
3143551,535732,Hepatopathy subsided after the cessation of carbamazepine and lynestrenol.,1
3143551,691215,Hepatopathy subsided after the cessation of carbamazepine and lynestrenol.,1
3149484,926410,A 10-year-old girl with Lennox-Gastaut syndrome who received intravenous lorazepam for atypical absence status seizures is reported.,1
3149484,681875,Paradoxical precipitation of tonic seizures by lorazepam in a child with atypical absence seizures.,1
3152997,901900,Atrial fibrillation following methylprednisolone pulse therapy.,1
3156465,411684,"Isotretinoin, a drug used for the treatment of acne, has been shown to have teratogenic effects.",1
3156465,162688,Isotretinoin teratogenicity.,1
3156465,385452,"We report an additional case of isotretinoin teratogenicity in which the patient had agenesis of the cerebellar vermis, multiple leptomeningeal neuroglial heterotopias, hydrocephalus, and abnormalities of the corticospinal tracts.",1
3156465,734191,"We report an additional case of isotretinoin teratogenicity in which the patient had agenesis of the cerebellar vermis, multiple leptomeningeal neuroglial heterotopias, hydrocephalus, and abnormalities of the corticospinal tracts.",1
3156465,696688,"We report an additional case of isotretinoin teratogenicity in which the patient had agenesis of the cerebellar vermis, multiple leptomeningeal neuroglial heterotopias, hydrocephalus, and abnormalities of the corticospinal tracts.",1
3156465,92865,"We report an additional case of isotretinoin teratogenicity in which the patient had agenesis of the cerebellar vermis, multiple leptomeningeal neuroglial heterotopias, hydrocephalus, and abnormalities of the corticospinal tracts.",1
3156465,445048,"We report an additional case of isotretinoin teratogenicity in which the patient had agenesis of the cerebellar vermis, multiple leptomeningeal neuroglial heterotopias, hydrocephalus, and abnormalities of the corticospinal tracts.",1
3159106,212684,"A case of allopurinol hypersensitivity, possibly the first in a black African, is reported.",1
3159106,96259,Allopurinol hypersensitivity.,1
3159106,604953,The allopurinol hypersensitivity syndrome is a rare adverse drug reaction.,1
3166573,263198,Bone formation induced in an infant by systemic prostaglandin-E2 administration.,1
3171334,24934,A case of severe visual loss following a single dose of vincristine is described.,1
3171334,704155,Although differential diagnostic alternatives can be considered in all described cases it is very likely that vincristine does cause severe visual loss in a small number of patients.,1
3171334,377606,Severe visual loss after a single dose of vincristine in a patient with spinal cord astrocytoma.,1
3171334,297133,The literature of vincristine optic nerve toxicity is reviewed.,1
3171334,410943,Visual loss after a single small dose of vincristine has never been reported.,1
3174043,225804,Niacin causes a reversible toxic cystoid maculopathy that occurs in approximately 0.67% of patients taking high doses of the drug.,1
3174043,962431,Niacin maculopathy.,1
3174043,402228,The authors conclude that among patients taking high doses of oral niacin only those who experience visual symptoms need to be ophthalmologically evaluated.,1
3174043,834012,"Three patients with niacin-induced visual symptoms had cystoid maculopathy without leakage on fluorescein angiography, and a fourth patient with no fundus abnormality experienced cessation of visual symptoms upon discontinuation of niacin.",1
3174043,627924,"Three patients with niacin-induced visual symptoms had cystoid maculopathy without leakage on fluorescein angiography, and a fourth patient with no fundus abnormality experienced cessation of visual symptoms upon discontinuation of niacin.",1
3174043,656322,"Three patients with niacin-induced visual symptoms had cystoid maculopathy without leakage on fluorescein angiography, and a fourth patient with no fundus abnormality experienced cessation of visual symptoms upon discontinuation of niacin.",1
3195622,564553,A case report of the hypersensitivity syndrome occurring in a patient being treated with dapsone for a brown recluse spider bite is presented.,1
3195622,43037,"A dapsone hypersensitivity syndrome, consisting of fever, headache, nausea, vomiting, lymphadenopathy, hepatitis, hemolysis, leukopenia, and mononucleosis, has been described in patients treated with the drug for leprosy.",1
3195622,999570,"A dapsone hypersensitivity syndrome, consisting of fever, headache, nausea, vomiting, lymphadenopathy, hepatitis, hemolysis, leukopenia, and mononucleosis, has been described in patients treated with the drug for leprosy.",1
3195622,17762,"A dapsone hypersensitivity syndrome, consisting of fever, headache, nausea, vomiting, lymphadenopathy, hepatitis, hemolysis, leukopenia, and mononucleosis, has been described in patients treated with the drug for leprosy.",1
3195622,75100,"A dapsone hypersensitivity syndrome, consisting of fever, headache, nausea, vomiting, lymphadenopathy, hepatitis, hemolysis, leukopenia, and mononucleosis, has been described in patients treated with the drug for leprosy.",1
3195622,418307,"A dapsone hypersensitivity syndrome, consisting of fever, headache, nausea, vomiting, lymphadenopathy, hepatitis, hemolysis, leukopenia, and mononucleosis, has been described in patients treated with the drug for leprosy.",1
3195622,145085,"A dapsone hypersensitivity syndrome, consisting of fever, headache, nausea, vomiting, lymphadenopathy, hepatitis, hemolysis, leukopenia, and mononucleosis, has been described in patients treated with the drug for leprosy.",1
3195622,703322,"A dapsone hypersensitivity syndrome, consisting of fever, headache, nausea, vomiting, lymphadenopathy, hepatitis, hemolysis, leukopenia, and mononucleosis, has been described in patients treated with the drug for leprosy.",1
3195622,545316,"A dapsone hypersensitivity syndrome, consisting of fever, headache, nausea, vomiting, lymphadenopathy, hepatitis, hemolysis, leukopenia, and mononucleosis, has been described in patients treated with the drug for leprosy.",1
3195622,87995,"A dapsone hypersensitivity syndrome, consisting of fever, headache, nausea, vomiting, lymphadenopathy, hepatitis, hemolysis, leukopenia, and mononucleosis, has been described in patients treated with the drug for leprosy.",1
3195622,822141,"A dapsone hypersensitivity syndrome, consisting of fever, headache, nausea, vomiting, lymphadenopathy, hepatitis, hemolysis, leukopenia, and mononucleosis, has been described in patients treated with the drug for leprosy.",1
3195622,527312,Case report: dapsone hypersensitivity syndrome associated with treatment of the bite of a brown recluse spider.,1
3200786,215162,Rifampicin-induced adrenal insufficiency in the acquired immunodeficiency syndrome: difficulties in diagnosis and treatment.,1
3200786,394095,"We report the case of a patient with the acquired immunodeficiency syndrome treated with rifampicin who had a 'normal' screening test for adrenal insufficiency, yet had clinical evidence of adrenal failure.",1
3211830,988671,"Two cases of widespread cutaneous vasculitis are described in association with diltiazem, a recently introduced calcium antagonist.",1
3211830,794082,Widespread cutaneous vasculitis associated with diltiazem.,1
3242521,946665,Intraventricular nafcillin-induced seizures in a neonate.,1
3242521,445966,We report a premature infant who developed seizures associated with intraventricular administration of nafcillin and discuss the need for electroencephalographic monitoring of patients receiving intraventricular antibiotics.,1
3259776,900630,A 58-year old patient is reported who developed an ischaemic cerebrovascular accident 22 hours after successful thrombolysis with streptokinase for life-threatening pulmonary emboli.,1
3259776,735539,Thrombo-embolic complication after streptokinase therapy of pulmonary emboli.,1
3277077,653656,Renal hypophosphatemia in this patient was caused by the erroneous intake of 1 g doxycycline.,1
3290702,690534,"A clinically atypical, neuropathologically verified case of Creutzfeldt-Jakob disease is described in a 32-year-old New Zealand woman with idiopathic hypopituitarism who had been treated in late adolescence (1970 to 1973) with human growth hormone processed from pooled cadaveric pituitary glands.",1
3290702,381504,A new case of Creutzfeldt-Jakob disease associated with human growth hormone therapy in New Zealand.,1
3301251,877171,A case of a 21-year-old woman who had developed mild hepatotoxicity while receiving choline magnesium trisalicylate therapy is described.,1
3301251,969163,Hepatotoxicity associated with choline magnesium trisalicylate: case report and review of salicylate-induced hepatotoxicity.,1
3301251,699102,Hepatotoxicity associated with choline magnesium trisalicylate: case report and review of salicylate-induced hepatotoxicity.,1
3301251,909676,Salicylate-induced hepatotoxicity is reviewed.,1
3301251,249248,They continued to rise for five more days before salicylate hepatotoxicity was suspected.,1
3310776,750899,"A 51-yr-old nonsmoking male patient without any history of previous allergies, asthma, hay fever, or urticaria developed attacks of asthma when captopril was added to the nadolol and dyazide treatment for his high blood pressure.",1
3310776,702373,"A 51-yr-old nonsmoking male patient without any history of previous allergies, asthma, hay fever, or urticaria developed attacks of asthma when captopril was added to the nadolol and dyazide treatment for his high blood pressure.",1
3310776,171142,"A 51-yr-old nonsmoking male patient without any history of previous allergies, asthma, hay fever, or urticaria developed attacks of asthma when captopril was added to the nadolol and dyazide treatment for his high blood pressure.",1
3310776,247839,Captopril-related (and -induced?) asthma.,1
3310776,507849,This confirmed the history of captopril-related asthma.,1
3318771,818250,We also describe a case of timolol-induced ocular pemphigoid.,1
331881,166213,Deposits of plasma proteins in the skin during treatment with carbamazepine and diphenylhydantoin.,1
331881,121676,Deposits of plasma proteins in the skin during treatment with carbamazepine and diphenylhydantoin.,1
3335488,859744,The observations suggest that testicular swelling and pain are side effects of desipramine.,1
3335488,886302,The observations suggest that testicular swelling and pain are side effects of desipramine.,1
3335488,93769,Two patients are described who developed testicular swelling and pain during treatment with desipramine.,1
3335488,838419,Two patients are described who developed testicular swelling and pain during treatment with desipramine.,1
3343188,75353,"Benzocaine, an ester-type local anesthetic, was believed responsible for apparent methemoglobinemia in a cat.",1
3343188,373399,"Benzocaine-induced methemoglobinemia has been reported in man, dogs, and cats.",1
3343188,268665,Methemoglobinemia associated with dermal application of benzocaine cream in a cat.,1
3346128,74808,A 43-year-old white man developed a shallow erosion of a psoriatic plaque after chronic administration of methotrexate.,1
3346128,250927,Erosion of psoriatic plaques after chronic methotrexate administration.,1
3359700,448746,"After a six-week course of low-dose cyclosporine A, she developed a severe but reversible loss of glomerular filtration rate and effective renal plasma flow despite of low cyclosporine A plasma levels.",1
3359700,85261,"After a six-week course of low-dose cyclosporine A, she developed a severe but reversible loss of glomerular filtration rate and effective renal plasma flow despite of low cyclosporine A plasma levels.",1
3359700,556146,"Based upon the observed fall of the filtration fraction, the rise in the relative clearance of 99Tc-dimercaptosuccinic acid and the increase in proteinuria, we suggest that in this case the tubules and/or interstitium are the main targets for cyclosporine A nephrotoxicity.",1
3359700,802451,"Based upon the observed fall of the filtration fraction, the rise in the relative clearance of 99Tc-dimercaptosuccinic acid and the increase in proteinuria, we suggest that in this case the tubules and/or interstitium are the main targets for cyclosporine A nephrotoxicity.",1
3359700,902375,"Based upon the observed fall of the filtration fraction, the rise in the relative clearance of 99Tc-dimercaptosuccinic acid and the increase in proteinuria, we suggest that in this case the tubules and/or interstitium are the main targets for cyclosporine A nephrotoxicity.",1
3359700,205141,"Based upon the observed fall of the filtration fraction, the rise in the relative clearance of 99Tc-dimercaptosuccinic acid and the increase in proteinuria, we suggest that in this case the tubules and/or interstitium are the main targets for cyclosporine A nephrotoxicity.",1
3359700,100133,Unexpected severe reversible cyclosporine A-induced nephrotoxicity in a patient with systemic lupus erythematosus and tubulointerstitial renal disease.,1
3365032,745400,"A patient is presented with typical hyperthyroidism, who developed a severe proximal muscle weakness and a raised creatine phosphokinase after treatment for hyperthyroidism with propylthiouracil (100 mg orally, three times a day).",1
3365032,390781,"A patient is presented with typical hyperthyroidism, who developed a severe proximal muscle weakness and a raised creatine phosphokinase after treatment for hyperthyroidism with propylthiouracil (100 mg orally, three times a day).",1
3365032,843288,"A patient is presented with typical hyperthyroidism, who developed a severe proximal muscle weakness and a raised creatine phosphokinase after treatment for hyperthyroidism with propylthiouracil (100 mg orally, three times a day).",1
3365032,916429,Polymyositis after propylthiouracil treatment for hyperthyroidism.,1
3370103,145638,Cardiopulmonary arrest following intravenous phenytoin loading.,1
3379435,291375,Evidence obtained indicated that the Reye-like syndrome might be caused by calcium hopantenate possibly due to the induction of pantothenic acid deficiency.,1
3379435,632659,Evidence obtained indicated that the Reye-like syndrome might be caused by calcium hopantenate possibly due to the induction of pantothenic acid deficiency.,1
3379435,881125,"Reye-like syndrome following treatment with the pantothenic acid antagonist, calcium hopantenate.",1
3379435,810066,Three senile patients developed fatal acute encephalopathy while receiving calcium hopantenate.,1
3391110,279571,Dyspnea possibly associated with controlled-release morphine sulfate tablets.,1
3397227,622219,Anhedonic ejaculation with desipramine.,1
3397227,869844,We report two patients with anhedonic ejaculation (ejaculation without orgasm) associated with initiation of treatment with desipramine.,1
3397227,683993,We report two patients with anhedonic ejaculation (ejaculation without orgasm) associated with initiation of treatment with desipramine.,1
3400849,968076,Myoclonic spasms following intrathecal morphine.,1
3405528,674567,A case of halothane induced hepatitis is reported in a middle aged woman who underwent gastric surgery for morbid obesity.,1
3405528,15222,Halothane hepatitis and prompt resolution with methionine therapy: case report.,1
3410226,189705,Development of porphyria cutanea tarda after treatment with cyclophosphamide.,1
3410226,203181,We report a 46-yr-old woman with ovarian carcinoma who developed porphyria cutanea tarda while undergoing treatment with cisplatin and cyclophosphamide.,1
3410226,754831,We report a 46-yr-old woman with ovarian carcinoma who developed porphyria cutanea tarda while undergoing treatment with cisplatin and cyclophosphamide.,1
3417739,358748,Acute renal failure in a patient treated by continuous povidone-iodine mediastinal irrigation.,1
3417739,164599,Acute renal failure in a patient treated by continuous povidone-iodine mediastinal irrigation.,1
3417739,737617,"We describe a 63 year old woman with a suppurative mediastinitis, treated with continuous PI irrigation who developed an acute oliguric renal failure.",1
3430507,952052,"A 56-year-old woman with scleroderma developed rapidly progressive glomerulonephritis with epithelial crescents associated with hemoptysis after 27 months of D-penicillamine therapy and a cumulative dose of 1,200 g.",1
3430507,490087,"A 56-year-old woman with scleroderma developed rapidly progressive glomerulonephritis with epithelial crescents associated with hemoptysis after 27 months of D-penicillamine therapy and a cumulative dose of 1,200 g.",1
3430507,372013,"A 56-year-old woman with scleroderma developed rapidly progressive glomerulonephritis with epithelial crescents associated with hemoptysis after 27 months of D-penicillamine therapy and a cumulative dose of 1,200 g.",1
3430507,121040,D-penicillamine induced crescentic glomerulonephritis: report and review of the literature.,1
3430507,799143,The 9 other reported cases of D-penicillamine induced rapidly progressive glomerulonephritis have been reviewed.,1
3438585,170154,Gold-induced pneumonitis is a rare complication of gold salt therapy.,1
3438585,891239,Gold-induced pneumonitis.,1
3438585,820461,"This case supports the view that in gold-induced pneumonitis a prolonged treatment with corticosteroids may be necessary, as lung function continued to improve.",1
3438585,468264,"We describe a patient with rheumatoid arthritis treated with gold salts, who developed bilateral interstitial pulmonary abnormalities and showed a dramatic response on corticosteroid therapy.",1
3449312,612740,Gold-induced aplastic anemia.,1
